text,is_correct
the shoe is to the right of the cat,1
the head is to the left of the wall,0
the wall is to the left of the head,1
the shoes is to the left of the wall,0
the wall is to the left of the shoes,1
the shoe is to the left of the cat,0
the cat is to the left of the shoe,1
the cat is of the head,0
the head is of the cat,1
the wall is to the right of the head,0
the head is to the right of the wall,1
the bun is to the left of the hot dog,0
the hot dog is to the left of the bun,1
the sandwich is to the right of the hot dog,0
the hot dog is to the right of the sandwich,1
the mustard is to the left of the hot dog,0
the hot dog is to the left of the mustard,1
the mustard is to the left of the hand,0
the hand is to the left of the mustard,1
the hot dog is to the left of the hand,0
the hand is to the left of the hot dog,1
the bun is to the left of the hand,0
the hand is to the left of the bun,1
the hot dog is to the left of the sauce,0
the sauce is to the left of the hot dog,1
the mustard is to the left of the sauce,0
the sauce is to the left of the mustard,1
the bun is to the left of the sauce,0
the sauce is to the left of the bun,1
the sandwich is to the right of the sauce,0
the sauce is to the right of the sandwich,1
the sauce is to the left of the hot dog,0
the hot dog is to the left of the sauce,1
the sandwich is to the left of the hot dog,0
the hot dog is to the left of the sandwich,1
the bread is to the left of the hot dog,0
the hot dog is to the left of the bread,1
the bun is on the hot dog,0
the hot dog is on the bun,1
the sandwich is to the right of the hot dog,0
the hot dog is to the right of the sandwich,1
the paper is to the right of the hot dog,0
the hot dog is to the right of the paper,1
the hand is to the right of the hot dog,0
the hot dog is to the right of the hand,1
the mustard is to the left of the sandwich,0
the sandwich is to the left of the mustard,1
the bun is to the left of the sandwich,0
the sandwich is to the left of the bun,1
the bread is to the left of the sandwich,0
the sandwich is to the left of the bread,1
the hot dog is to the left of the sandwich,0
the sandwich is to the left of the hot dog,1
the sauce is to the left of the sandwich,0
the sandwich is to the left of the sauce,1
the hot dog is to the left of the sandwich,0
the sandwich is to the left of the hot dog,1
the paper is to the right of the sandwich,0
the sandwich is to the right of the paper,1
the hot dog is to the right of the sandwich,0
the sandwich is to the right of the hot dog,1
the paper is to the right of the bread,0
the bread is to the right of the paper,1
the hot dog is to the right of the bread,0
the bread is to the right of the hot dog,1
the sandwich is to the right of the bread,0
the bread is to the right of the sandwich,1
the mustard is to the left of the bread,0
the bread is to the left of the mustard,1
the hot dog is to the right of the mustard,0
the mustard is to the right of the hot dog,1
the sandwich is to the right of the mustard,0
the mustard is to the right of the sandwich,1
the bread is to the right of the mustard,0
the mustard is to the right of the bread,1
the sauce is to the right of the mustard,0
the mustard is to the right of the sauce,1
the hand is to the right of the mustard,0
the mustard is to the right of the hand,1
the hand is to the right of the bun,0
the bun is to the right of the hand,1
the sandwich is to the right of the bun,0
the bun is to the right of the sandwich,1
the hot dog is with the bun,0
the bun is with the hot dog,1
the sandwich is to the left of the paper,0
the paper is to the left of the sandwich,1
the bread is to the left of the paper,0
the paper is to the left of the bread,1
the hot dog is to the left of the paper,0
the paper is to the left of the hot dog,1
the beach is in the surfboard,0
the surfboard is in the beach,1
the beach is on the surfboard,0
the surfboard is on the beach,1
the girl is to the right of the surfboard,0
the surfboard is to the right of the girl,1
the surfboard is holding the girl,0
the girl is holding the surfboard,1
the beach is in the girl,0
the girl is in the beach,1
the beach is on the girl,0
the girl is on the beach,1
the tree is to the right of the elephant,0
the elephant is to the right of the tree,1
the fence is standing behind the elephant,0
the elephant is standing behind the fence,1
the elephant is to the left of the tree,0
the tree is to the left of the elephant,1
the bike is riding the man,0
the man is riding the bike,1
the jacket is wearing the man,0
the man is wearing the jacket,1
the pants is wearing the man,0
the man is wearing the pants,1
the trees is to the right of the man,0
the man is to the right of the trees,1
the man is to the left of the trees,0
the trees is to the left of the man,1
the trees is to the left of the leaves,0
the leaves is to the left of the trees,1
the leaves is to the right of the trees,0
the trees is to the right of the leaves,1
the clouds is to the right of the tree,0
the tree is to the right of the clouds,1
the sky is to the right of the tree,0
the tree is to the right of the sky,1
the tree is to the left of the sky,0
the sky is to the left of the tree,1
the tree is to the left of the clouds,0
the clouds is to the left of the tree,1
the man is behind the building,0
the building is behind the man,1
the building is in front of the man,0
the man is in front of the building,1
the ground is standing on the horse,0
the horse is standing on the ground,1
the mountains is in front of the horse,0
the horse is in front of the mountains,1
the horse is behind the mountains,0
the mountains is behind the horse,1
the cake is below the platter,0
the platter is below the cake,1
the cake is cutting the men,0
the men is cutting the cake,1
the platter is on top of the cake,0
the cake is on top of the platter,1
the platter is above the cake,0
the cake is above the platter,1
the wall is to the right of the man,0
the man is to the right of the wall,1
the man is to the left of the wall,0
the wall is to the left of the man,1
the broccoli is to the left of the plate,0
the plate is to the left of the broccoli,1
the plate is on the food,0
the food is on the plate,1
the plate is on the broccoli,0
the broccoli is on the plate,1
the plate is to the right of the broccoli,0
the broccoli is to the right of the plate,1
the coat is to the right of the legs,0
the legs is to the right of the coat,1
the legs is to the left of the coat,0
the coat is to the left of the legs,1
the bench is sitting on the man,0
the man is sitting on the bench,1
the bench is behind the grass,0
the grass is behind the bench,1
the dirt is above the bench,0
the bench is above the dirt,1
the bench is under the dirt,0
the dirt is under the bench,1
the street is in the island,0
the island is in the street,1
the car is to the left of the island,0
the island is to the left of the car,1
the street is in the car,0
the car is in the street,1
the pants is to the left of the bed,0
the bed is to the left of the pants,1
the ground is to the left of the bed,0
the bed is to the left of the ground,1
the blanket is to the right of the sweater,0
the sweater is to the right of the blanket,1
the sweater is wearing the woman,0
the woman is wearing the sweater,1
the bed is on the woman,0
the woman is on the bed,1
the blanket is to the right of the pants,0
the pants is to the right of the blanket,1
the sweater is to the left of the blanket,0
the blanket is to the left of the sweater,1
the ground is to the left of the blanket,0
the blanket is to the left of the ground,1
the pants is to the left of the blanket,0
the blanket is to the left of the pants,1
the bed is on the blanket,0
the blanket is on the bed,1
the bed is to the right of the ground,0
the ground is to the right of the bed,1
the blanket is to the right of the ground,0
the ground is to the right of the blanket,1
the trees is in front of the man,0
the man is in front of the trees,1
the man is behind the trees,0
the trees is behind the man,1
the ground is to the left of the train,0
the train is to the left of the ground,1
the train is to the right of the ground,0
the ground is to the right of the train,1
the window is to the left of the trees,0
the trees is to the left of the window,1
the trees is to the right of the window,0
the window is to the right of the trees,1
the train car is to the right of the platform,0
the platform is to the right of the train car,1
the gravel is to the right of the platform,0
the platform is to the right of the gravel,1
the train car is to the right of the building,0
the building is to the right of the train car,1
the building is to the left of the train car,0
the train car is to the left of the building,1
the platform is to the left of the gravel,0
the gravel is to the left of the platform,1
the suit is wearing the man,0
the man is wearing the suit,1
the jacket is wearing the man,0
the man is wearing the jacket,1
the motorcycle is on the man,0
the man is on the motorcycle,1
the tree is to the left of the branch,0
the branch is to the left of the tree,1
the bushes is to the left of the branch,0
the branch is to the left of the bushes,1
the branch is to the right of the tree,0
the tree is to the right of the branch,1
the boat is to the left of the lake,0
the lake is to the left of the boat,1
the branch is to the right of the bushes,0
the bushes is to the right of the branch,1
the river is to the right of the bushes,0
the bushes is to the right of the river,1
the boat is to the left of the river,0
the river is to the left of the boat,1
the bushes is to the left of the river,0
the river is to the left of the bushes,1
the lake is to the right of the boat,0
the boat is to the right of the lake,1
the water is on the boat,0
the boat is on the water,1
the river is to the right of the boat,0
the boat is to the right of the river,1
the sand is above the bench,0
the bench is above the sand,1
the man is under the sand,0
the sand is under the man,1
the bench is under the sand,0
the sand is under the bench,1
the sand is above the man,0
the man is above the sand,1
the bench is on the man,0
the man is on the bench,1
the zebra is to the left of the door,0
the door is to the left of the zebra,1
the woman is to the right of the wall,0
the wall is to the right of the woman,1
the shirt is wearing the woman,0
the woman is wearing the shirt,1
the wall is to the left of the woman,0
the woman is to the left of the wall,1
the table is on the plate,0
the plate is on the table,1
the table is on the plate,0
the plate is on the table,1
the plate is on the meat,0
the meat is on the plate,1
the plate is on the pizza,0
the pizza is on the plate,1
the ground is to the left of the elephant,0
the elephant is to the left of the ground,1
the elephant is to the right of the ground,0
the ground is to the right of the elephant,1
the mud is to the left of the elephant,0
the elephant is to the left of the mud,1
the water is near the shore,0
the shore is near the water,1
the mud is to the left of the elephant,0
the elephant is to the left of the mud,1
the shore is near the water,0
the water is near the shore,1
the elephant is to the right of the mud,0
the mud is to the right of the elephant,1
the elephant is to the right of the mud,0
the mud is to the right of the elephant,1
the woman is to the right of the fence,0
the fence is to the right of the woman,1
the woman is to the right of the chair,0
the chair is to the right of the woman,1
the woman is to the right of the sheep,0
the sheep is to the right of the woman,1
the hose is to the right of the sheep,0
the sheep is to the right of the hose,1
the fence is to the left of the woman,0
the woman is to the left of the fence,1
the chair is to the left of the woman,0
the woman is to the left of the chair,1
the sheep is to the left of the woman,0
the woman is to the left of the sheep,1
the snow is covered by the mountain,0
the mountain is covered by the snow,1
the mountain is covering the snow,0
the snow is covering the mountain,1
the car is to the left of the gate,0
the gate is to the left of the car,1
the car is to the left of the house,0
the house is to the left of the car,1
the train is to the left of the house,0
the house is to the left of the train,1
the house is to the right of the train,0
the train is to the right of the house,1
the house is to the right of the car,0
the car is to the right of the house,1
the gate is to the right of the car,0
the car is to the right of the gate,1
the palm tree is to the right of the trees,0
the trees is to the right of the palm tree,1
the trees is to the left of the palm tree,0
the palm tree is to the left of the trees,1
the countertop is to the left of the vase,0
the vase is to the left of the countertop,1
the water is to the right of the countertop,0
the countertop is to the right of the water,1
the table is on the sandwich,0
the sandwich is on the table,1
the toilet is to the left of the wall,0
the wall is to the left of the toilet,1
the toilet is in front of the floor,0
the floor is in front of the toilet,1
the bathroom is of the floor,0
the floor is of the bathroom,1
the bathroom is in the toilet,0
the toilet is in the bathroom,1
the wall is to the right of the toilet,0
the toilet is to the right of the wall,1
the floor is behind the toilet,0
the toilet is behind the floor,1
the bench is behind the trees,0
the trees is behind the bench,1
the leaves is to the right of the trees,0
the trees is to the right of the leaves,1
the ground is on the leaves,0
the leaves is on the ground,1
the trees is to the left of the leaves,0
the leaves is to the left of the trees,1
the ground is on top of the leaves,0
the leaves is on top of the ground,1
the bench is to the left of the leaves,0
the leaves is to the left of the bench,1
the leaves is covered by the ground,0
the ground is covered by the leaves,1
the trees is in between the bench,0
the bench is in between the trees,1
the trees is under the bench,0
the bench is under the trees,1
the trees is in front of the bench,0
the bench is in front of the trees,1
the trees is between the bench,0
the bench is between the trees,1
the leaves is to the right of the bench,0
the bench is to the right of the leaves,1
the plate is on top of the pizza,0
the pizza is on top of the plate,1
the grass is resting on the animal,0
the animal is resting on the grass,1
the grass is resting on the animal,0
the animal is resting on the grass,1
the window is to the left of the jacket,0
the jacket is to the left of the window,1
the game is to the left of the jacket,0
the jacket is to the left of the game,1
the jacket is to the right of the window,0
the window is to the right of the jacket,1
the man is to the right of the window,0
the window is to the right of the man,1
the window is to the left of the man,0
the man is to the left of the window,1
the game is playing the man,0
the man is playing the game,1
the snow is covered with the floor,0
the floor is covered with the snow,1
the giraffe is of the neck,0
the neck is of the giraffe,1
the plate is under the table,0
the table is under the plate,1
the plate is below the table,0
the table is below the plate,1
the plate is on the food,0
the food is on the plate,1
the plate is below the food,0
the food is below the plate,1
the food is topped with the plate,0
the plate is topped with the food,1
the food is above the plate,0
the plate is above the food,1
the table is above the plate,0
the plate is above the table,1
the shirt is wearing the woman,0
the woman is wearing the shirt,1
the man is to the right of the woman,0
the woman is to the right of the man,1
the coat is to the right of the woman,0
the woman is to the right of the coat,1
the man is to the right of the lady,0
the lady is to the right of the man,1
the coat is to the right of the lady,0
the lady is to the right of the coat,1
the couple is behind the wall,0
the wall is behind the couple,1
the wall is in front of the couple,0
the couple is in front of the wall,1
the man is to the right of the hat,0
the hat is to the right of the man,1
the coat is to the right of the hat,0
the hat is to the right of the coat,1
the hat is to the left of the man,0
the man is to the left of the hat,1
the woman is to the left of the man,0
the man is to the left of the woman,1
the shirt is to the left of the man,0
the man is to the left of the shirt,1
the lady is to the left of the man,0
the man is to the left of the lady,1
the coat is wearing the man,0
the man is wearing the coat,1
the man is to the right of the shirt,0
the shirt is to the right of the man,1
the coat is to the right of the shirt,0
the shirt is to the right of the coat,1
the shirt is to the left of the coat,0
the coat is to the left of the shirt,1
the lady is to the left of the coat,0
the coat is to the left of the lady,1
the hat is to the left of the coat,0
the coat is to the left of the hat,1
the woman is to the left of the coat,0
the coat is to the left of the woman,1
the hat is wearing the girl,0
the girl is wearing the hat,1
the hat is with the girl,0
the girl is with the hat,1
the shirt is wearing the boy,0
the boy is wearing the shirt,1
the snow is to the left of the mountain,0
the mountain is to the left of the snow,1
the mountain is to the right of the snow,0
the snow is to the right of the mountain,1
the window is below the bushes,0
the bushes is below the window,1
the window is in the stickers,0
the stickers is in the window,1
the window is to the left of the stickers,0
the stickers is to the left of the window,1
the bushes is above the window,0
the window is above the bushes,1
the building is to the right of the windshield,0
the windshield is to the right of the building,1
the windshield is to the left of the building,0
the building is to the left of the windshield,1
the bus is behind the building,0
the building is behind the bus,1
the building is in front of the bus,0
the bus is in front of the building,1
the catcher is to the left of the batter,0
the batter is to the left of the catcher,1
the batter is to the right of the catcher,0
the catcher is to the right of the batter,1
the bedroom is in the cupboard,0
the cupboard is in the bedroom,1
the clouds is to the left of the wings,0
the wings is to the left of the clouds,1
the propeller is to the right of the clouds,0
the clouds is to the right of the propeller,1
the clouds is to the left of the propeller,0
the propeller is to the left of the clouds,1
the street is driving on the bus,0
the bus is driving on the street,1
the street is on the bus,0
the bus is on the street,1
the jacket is wearing the man,0
the man is wearing the jacket,1
the street is to the right of the man,0
the man is to the right of the street,1
the building is to the right of the man,0
the man is to the right of the building,1
the street is to the right of the jacket,0
the jacket is to the right of the street,1
the building is to the right of the jacket,0
the jacket is to the right of the building,1
the street is by the building,0
the building is by the street,1
the jacket is to the left of the building,0
the building is to the left of the jacket,1
the man is to the left of the building,0
the building is to the left of the man,1
the jacket is to the left of the street,0
the street is to the left of the jacket,1
the woman is to the right of the street,0
the street is to the right of the woman,1
the man is to the left of the street,0
the street is to the left of the man,1
the ground is to the left of the woman,0
the woman is to the left of the ground,1
the sidewalk is to the left of the woman,0
the woman is to the left of the sidewalk,1
the woman is to the right of the ground,0
the ground is to the right of the woman,1
the woman is to the right of the sidewalk,0
the sidewalk is to the right of the woman,1
the bed is on the comforter,0
the comforter is on the bed,1
the pond is to the right of the flamingo,0
the flamingo is to the right of the pond,1
the water is near the ducks,0
the ducks is near the water,1
the ducks is near the water,0
the water is near the ducks,1
the flamingo is to the left of the pond,0
the pond is to the left of the flamingo,1
the park is in the boy,0
the boy is in the park,1
the ground is on the bird,0
the bird is on the ground,1
the sidewalk is on the train,0
the train is on the sidewalk,1
the grass is on the dog,0
the dog is on the grass,1
the pizza is to the left of the tablecloth,0
the tablecloth is to the left of the pizza,1
the toppings is to the left of the tablecloth,0
the tablecloth is to the left of the toppings,1
the tablecloth is to the right of the toppings,0
the toppings is to the right of the tablecloth,1
the tablecloth is to the right of the pizza,0
the pizza is to the right of the tablecloth,1
the tablecloth is on the pizza,0
the pizza is on the tablecloth,1
the grass is walking in the zebra,0
the zebra is walking in the grass,1
the fence is in front of the zebra,0
the zebra is in front of the fence,1
the zebra is behind the fence,0
the fence is behind the zebra,1
the box is to the left of the jeans,0
the jeans is to the left of the box,1
the legs is to the right of the box,0
the box is to the right of the legs,1
the jeans is to the right of the box,0
the box is to the right of the jeans,1
the tree is in front of the giraffe,0
the giraffe is in front of the tree,1
the giraffe is behind the tree,0
the tree is behind the giraffe,1
the giraffe is behind the tree,0
the tree is behind the giraffe,1
the tree is in front of the giraffe,0
the giraffe is in front of the tree,1
the coffee table is to the right of the couch,0
the couch is to the right of the coffee table,1
the couch is to the left of the coffee table,0
the coffee table is to the left of the couch,1
the fence is near the zebra,0
the zebra is near the fence,1
the grass is to the right of the zebra,0
the zebra is to the right of the grass,1
the grass is grazing on the zebra,0
the zebra is grazing on the grass,1
the zebra is near the fence,0
the fence is near the zebra,1
the zebra is to the left of the grass,0
the grass is to the left of the zebra,1
the car is below the cat,0
the cat is below the car,1
the car is under the cat,0
the cat is under the car,1
the cat is above the car,0
the car is above the cat,1
the toilet is on the dog,0
the dog is on the toilet,1
the toilet is sitting on the dog,0
the dog is sitting on the toilet,1
the dog is of the head,0
the head is of the dog,1
the ground is to the left of the bus,0
the bus is to the left of the ground,1
the bicycle is behind the bus,0
the bus is behind the bicycle,1
the bicycle is behind the bus,0
the bus is behind the bicycle,1
the ground is to the left of the bicycle,0
the bicycle is to the left of the ground,1
the bus is in front of the bicycle,0
the bicycle is in front of the bus,1
the ground is to the left of the bicycle,0
the bicycle is to the left of the ground,1
the bus is on the front of the bicycle,0
the bicycle is on the front of the bus,1
the bus is in front of the bicycle,0
the bicycle is in front of the bus,1
the bus is to the right of the ground,0
the ground is to the right of the bus,1
the bicycle is to the right of the ground,0
the ground is to the right of the bicycle,1
the bicycle is to the right of the ground,0
the ground is to the right of the bicycle,1
the leg is to the right of the chair,0
the chair is to the right of the leg,1
the pants is to the right of the chair,0
the chair is to the right of the pants,1
the girl is of the leg,0
the leg is of the girl,1
the chair is to the left of the leg,0
the leg is to the left of the chair,1
the pants is to the left of the shirt,0
the shirt is to the left of the pants,1
the blanket is to the left of the bookcase,0
the bookcase is to the left of the blanket,1
the chair is to the left of the pants,0
the pants is to the left of the chair,1
the shirt is to the right of the pants,0
the pants is to the right of the shirt,1
the clothes is to the left of the pants,0
the pants is to the left of the clothes,1
the chair is draped over the blanket,0
the blanket is draped over the chair,1
the bookcase is to the right of the blanket,0
the blanket is to the right of the bookcase,1
the shirt is to the left of the dress,0
the dress is to the left of the shirt,1
the woman is to the right of the shirt,0
the shirt is to the right of the woman,1
the dress is to the right of the shirt,0
the shirt is to the right of the dress,1
the shirt is to the left of the woman,0
the woman is to the left of the shirt,1
the hill is on the cows,0
the cows is on the hill,1
the field is in the cows,0
the cows is in the field,1
the book is to the left of the cat,0
the cat is to the left of the book,1
the book is to the left of the blanket,0
the blanket is to the left of the book,1
the fur is to the right of the head,0
the head is to the right of the fur,1
the book is to the left of the head,0
the head is to the left of the book,1
the bed is on the book,0
the book is on the bed,1
the fur is to the right of the book,0
the book is to the right of the fur,1
the head is to the right of the book,0
the book is to the right of the head,1
the cat is to the right of the book,0
the book is to the right of the cat,1
the blanket is to the right of the book,0
the book is to the right of the blanket,1
the head is to the left of the fur,0
the fur is to the left of the head,1
the t-shirt is wearing the boy,0
the boy is wearing the t-shirt,1
the backpack is to the right of the wires,0
the wires is to the right of the backpack,1
the laptop is to the right of the wires,0
the wires is to the right of the laptop,1
the backpack is on the laptop,0
the laptop is on the backpack,1
the floor is on the laptop,0
the laptop is on the floor,1
the wires is to the left of the backpack,0
the backpack is to the left of the wires,1
the bike is on the man,0
the man is on the bike,1
the ground is on the snow,0
the snow is on the ground,1
the hot dog is holding the person,0
the person is holding the hot dog,1
the stick is playing with the cat,0
the cat is playing with the stick,1
the runway is on the airplane,0
the airplane is on the runway,1
the airplane is of the wing,0
the wing is of the airplane,1
the truck is behind the building,0
the building is behind the truck,1
the building is in front of the truck,0
the truck is in front of the building,1
the grass is grazing on the bull,0
the bull is grazing on the grass,1
the sun is to the right of the containers,0
the containers is to the right of the sun,1
the ground is on the airplane,0
the airplane is on the ground,1
the grass is behind the airplane,0
the airplane is behind the grass,1
the ground is on the grass,0
the grass is on the ground,1
the ground is on the grass,0
the grass is on the ground,1
the airplane is in front of the grass,0
the grass is in front of the airplane,1
the man is to the right of the woman,0
the woman is to the right of the man,1
the woman is to the left of the man,0
the man is to the left of the woman,1
the bear is of the head,0
the head is of the bear,1
the grass is in the bear,0
the bear is in the grass,1
the leaves is to the left of the bush,0
the bush is to the left of the leaves,1
the leaves is to the right of the chair,0
the chair is to the right of the leaves,1
the bush is to the right of the leaves,0
the leaves is to the right of the bush,1
the chair is to the left of the leaves,0
the leaves is to the left of the chair,1
the table is to the left of the shirt,0
the shirt is to the left of the table,1
the window is to the right of the shirt,0
the shirt is to the right of the window,1
the bear is to the right of the shirt,0
the shirt is to the right of the bear,1
the window is to the right of the girl,0
the girl is to the right of the window,1
the window is in front of the girl,0
the girl is in front of the window,1
the bear is to the right of the girl,0
the girl is to the right of the bear,1
the table is to the left of the girl,0
the girl is to the left of the table,1
the table is to the left of the hair,0
the hair is to the left of the table,1
the window is to the right of the hair,0
the hair is to the right of the window,1
the bear is to the right of the hair,0
the hair is to the right of the bear,1
the girl is to the right of the table,0
the table is to the right of the girl,1
the shirt is to the right of the table,0
the table is to the right of the shirt,1
the hair is to the right of the table,0
the table is to the right of the hair,1
the shirt is to the left of the bear,0
the bear is to the left of the shirt,1
the hair is to the left of the bear,0
the bear is to the left of the hair,1
the wall is to the left of the bear,0
the bear is to the left of the wall,1
the wall is to the left of the window,0
the window is to the left of the wall,1
the girl is to the left of the window,0
the window is to the left of the girl,1
the hair is to the left of the window,0
the window is to the left of the hair,1
the shirt is to the left of the window,0
the window is to the left of the shirt,1
the bear is to the right of the wall,0
the wall is to the right of the bear,1
the window is to the right of the wall,0
the wall is to the right of the window,1
the vegetable is to the right of the potatoes,0
the potatoes is to the right of the vegetable,1
the platform is parked at the car,0
the car is parked at the platform,1
the tree is to the left of the car,0
the car is to the left of the tree,1
the tree is to the left of the locomotive,0
the locomotive is to the left of the tree,1
the car is to the right of the tree,0
the tree is to the right of the car,1
the hill is to the left of the mountain,0
the mountain is to the left of the hill,1
the mountain is to the right of the hill,0
the hill is to the right of the mountain,1
the bed is lying on the dog,0
the dog is lying on the bed,1
the table is on the cell phone,0
the cell phone is on the table,1
the table is on the cell phone,0
the cell phone is on the table,1
the desk is on the cell phone,0
the cell phone is on the desk,1
the zebra is below the grass,0
the grass is below the zebra,1
the picture is on the zebra,0
the zebra is on the picture,1
the picture is standing on the zebra,0
the zebra is standing on the picture,1
the man is to the left of the couch,0
the couch is to the left of the man,1
the man is behind the couch,0
the couch is behind the man,1
the man is to the right of the t-shirt,0
the t-shirt is to the right of the man,1
the couch is to the left of the t-shirt,0
the t-shirt is to the left of the couch,1
the couch is in front of the man,0
the man is in front of the couch,1
the t-shirt is to the left of the man,0
the man is to the left of the t-shirt,1
the t-shirt is to the right of the couch,0
the couch is to the right of the t-shirt,1
the man is to the right of the couch,0
the couch is to the right of the man,1
the couch is to the right of the man,0
the man is to the right of the couch,1
the couch is to the left of the man,0
the man is to the left of the couch,1
the curtains is to the right of the wall,0
the wall is to the right of the curtains,1
the window is to the right of the wall,0
the wall is to the right of the window,1
the coffee table is to the right of the wall,0
the wall is to the right of the coffee table,1
the wall is to the left of the curtains,0
the curtains is to the left of the wall,1
the curtains is covered with the window,0
the window is covered with the curtains,1
the wall is to the left of the window,0
the window is to the left of the wall,1
the wall is to the left of the coffee table,0
the coffee table is to the left of the wall,1
the couch is to the left of the coffee table,0
the coffee table is to the left of the couch,1
the coffee table is to the right of the couch,0
the couch is to the right of the coffee table,1
the statue is to the right of the bush,0
the bush is to the right of the statue,1
the bush is growing on the flower,0
the flower is growing on the bush,1
the statue is to the right of the flower,0
the flower is to the right of the statue,1
the flower is to the left of the statue,0
the statue is to the left of the flower,1
the bush is to the left of the statue,0
the statue is to the left of the bush,1
the rain is to the left of the bench,0
the bench is to the left of the rain,1
the wall is to the left of the bench,0
the bench is to the left of the wall,1
the bench is to the right of the wall,0
the wall is to the right of the bench,1
the girl is of the shirt,0
the shirt is of the girl,1
the girl is of the head,0
the head is of the girl,1
the rug is to the left of the face,0
the face is to the left of the rug,1
the face is to the right of the rug,0
the rug is to the right of the face,1
the wall is to the right of the bear,0
the bear is to the right of the wall,1
the bear is to the left of the wall,0
the wall is to the left of the bear,1
the tree is to the left of the building,0
the building is to the left of the tree,1
the building is to the right of the tree,0
the tree is to the right of the building,1
the giraffe is behind the rocks,0
the rocks is behind the giraffe,1
the rocks is in front of the giraffe,0
the giraffe is in front of the rocks,1
the suit is to the left of the building,0
the building is to the left of the suit,1
the man is to the left of the building,0
the building is to the left of the man,1
the boy is to the right of the suit,0
the suit is to the right of the boy,1
the suit is to the left of the boy,0
the boy is to the left of the suit,1
the man is to the left of the boy,0
the boy is to the left of the man,1
the suit is wearing the boy,0
the boy is wearing the suit,1
the boat is to the right of the suit,0
the suit is to the right of the boat,1
the man is to the left of the suit,0
the suit is to the left of the man,1
the suit is to the right of the man,0
the man is to the right of the suit,1
the building is to the right of the man,0
the man is to the right of the building,1
the boy is to the right of the man,0
the man is to the right of the boy,1
the boy is to the left of the boat,0
the boat is to the left of the boy,1
the suit is to the left of the boat,0
the boat is to the left of the suit,1
the floor is to the left of the paint,0
the paint is to the left of the floor,1
the tree is below the zebra,0
the zebra is below the tree,1
the fence is behind the zebra,0
the zebra is behind the fence,1
the tree is beneath the zebra,0
the zebra is beneath the tree,1
the bush is to the right of the zebra,0
the zebra is to the right of the bush,1
the tree is under the zebra,0
the zebra is under the tree,1
the zebra is in front of the fence,0
the fence is in front of the zebra,1
the zebra is to the left of the bush,0
the bush is to the left of the zebra,1
the bowl is in the fruit,0
the fruit is in the bowl,1
the palace is near the sky,0
the sky is near the palace,1
the sky is near the palace,0
the palace is near the sky,1
the giraffe is below the grass,0
the grass is below the giraffe,1
the giraffe is near the grass,0
the grass is near the giraffe,1
the giraffe is under the grass,0
the grass is under the giraffe,1
the fence is near the wall,0
the wall is near the fence,1
the fence is next to the wall,0
the wall is next to the fence,1
the fence is to the right of the wall,0
the wall is to the right of the fence,1
the giraffe is to the right of the wall,0
the wall is to the right of the giraffe,1
the wall is near the fence,0
the fence is near the wall,1
the wall is to the left of the fence,0
the fence is to the left of the wall,1
the grass is near the giraffe,0
the giraffe is near the grass,1
the grass is above the giraffe,0
the giraffe is above the grass,1
the wall is to the left of the giraffe,0
the giraffe is to the left of the wall,1
the beach is on the man,0
the man is on the beach,1
the table is to the right of the wall,0
the wall is to the right of the table,1
the girl is to the left of the tablecloth,0
the tablecloth is to the left of the girl,1
the shirt is to the left of the tablecloth,0
the tablecloth is to the left of the shirt,1
the tablecloth is to the right of the shirt,0
the shirt is to the right of the tablecloth,1
the table is to the right of the shirt,0
the shirt is to the right of the table,1
the tablecloth is to the right of the girl,0
the girl is to the right of the tablecloth,1
the table is to the right of the girl,0
the girl is to the right of the table,1
the girl is to the left of the table,0
the table is to the left of the girl,1
the shirt is to the left of the table,0
the table is to the left of the shirt,1
the wall is to the left of the table,0
the table is to the left of the wall,1
the girl is by the table,0
the table is by the girl,1
the undershirt is wearing the woman,0
the woman is wearing the undershirt,1
the people is to the right of the hair,0
the hair is to the right of the people,1
the people is to the right of the shirt,0
the shirt is to the right of the people,1
the people is to the right of the shirt,0
the shirt is to the right of the people,1
the shirt is to the left of the people,0
the people is to the left of the shirt,1
the hair is to the left of the people,0
the people is to the left of the hair,1
the shirt is to the left of the people,0
the people is to the left of the shirt,1
the girl is to the left of the people,0
the people is to the left of the girl,1
the giraffe is to the right of the device,0
the device is to the right of the giraffe,1
the giraffe is feeding the device,0
the device is feeding the giraffe,1
the table is to the right of the chicken,0
the chicken is to the right of the table,1
the park is in the chicken,0
the chicken is in the park,1
the table is to the right of the hair,0
the hair is to the right of the table,1
the bench is to the right of the hair,0
the hair is to the right of the bench,1
the hair is to the left of the bench,0
the bench is to the left of the hair,1
the bench is to the right of the cart,0
the cart is to the right of the bench,1
the hair is to the left of the table,0
the table is to the left of the hair,1
the cart is to the left of the table,0
the table is to the left of the cart,1
the sky is in the cloud,0
the cloud is in the sky,1
the street is to the left of the jacket,0
the jacket is to the left of the street,1
the horse is to the right of the jacket,0
the jacket is to the right of the horse,1
the man is to the right of the street,0
the street is to the right of the man,1
the jacket is to the right of the street,0
the street is to the right of the jacket,1
the horse is to the right of the street,0
the street is to the right of the horse,1
the jacket is to the left of the horse,0
the horse is to the left of the jacket,1
the man is to the left of the horse,0
the horse is to the left of the man,1
the street is to the left of the horse,0
the horse is to the left of the street,1
the street is to the left of the man,0
the man is to the left of the street,1
the horse is to the right of the man,0
the man is to the right of the horse,1
the yard is in the tree,0
